"","X1.T1","ID","Animal.T1","Artifact.T1","Object.T1","Plant.T1","Biology.T1","Physics.T1","Psychology.T1","INT.T1","MCI.T1","age","sex","race","AC_1","AC_2","AC_3","AC_4","AC","Version.T1","Condition.T1","Order.T1","1_Test blockV1_INT.T1","2_Test blockV1_INT.T1","3_Test blockV1_INT.T1","4_Test blockV1_MCI.T1","5_Test blockV1_MCI.T1","6_Test blockV1_MCI.T1","7_Test blockV1_INT.T1","8_Test blockV1_INT.T1","9_Test blockV1_INT.T1","10_Test blockV1_MCI.T1","11_Test blockV1_MCI.T1","12_Test blockV1_MCI.T1","13_Test blockV1_INT.T1","14_Test blockV1_INT.T1","15_Test blockV1_INT.T1","16_Test blockV1_MCI.T1","17_Test blockV1_MCI.T1","18_Test blockV1_MCI.T1","19_Test blockV1_INT.T1","20_Test blockV1_INT.T1","21_Test blockV1_INT.T1","22_Test blockV1_MCI.T1","23_Test blockV1_MCI.T1","24_Test blockV1_MCI.T1","Breach.T1","Transfer.T1","X1.T2","Animal.T2","Artifact.T2","Object.T2","Plant.T2","Biology.T2","Physics.T2","Psychology.T2","INT.T2","MCI.T2","Age","Sex","Race","Version.T2","Condition.T2","Order.T2","1_Test blockV1_INT.T2","2_Test blockV1_INT.T2","3_Test blockV1_INT.T2","4_Test blockV1_MCI.T2","5_Test blockV1_MCI.T2","6_Test blockV1_MCI.T2","7_Test blockV1_INT.T2","8_Test blockV1_INT.T2","9_Test blockV1_INT.T2","10_Test blockV1_MCI.T2","11_Test blockV1_MCI.T2","12_Test blockV1_MCI.T2","13_Test blockV1_INT.T2","14_Test blockV1_INT.T2","15_Test blockV1_INT.T2","16_Test blockV1_MCI.T2","17_Test blockV1_MCI.T2","18_Test blockV1_MCI.T2","19_Test blockV1_INT.T2","20_Test blockV1_INT.T2","21_Test blockV1_INT.T2","22_Test blockV1_MCI.T2","23_Test blockV1_MCI.T2","24_Test blockV1_MCI.T2","Breach.T2","Transfer.T2"
"145",145,6754,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.4,0.5,0.416666666666667,18,1,5,3,2,1,4,1,1,1,2,4,4,1,4,1,4,1,1,4,1,1,1,3,2,1,3,3,3,3,2,2,2,2,2,0.5,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",146,6828,1,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,1,0.8,0.833333333333333,0.75,18,2,1,1,4,3,2,1,2,1,4,2,2,2,2,4,2,3,3,2,3,3,3,4,2,4,3,4,4,1,1,1,3,1,1,1,0.5,131,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.75,0.4,0.5,0.5,18,2,1,2,1,4,3,3,2,2,3,4,3,3,2,3,4,1,4,2,3,1,4,4,1,1,3,1,1,3,0.666666666666667,0.333333333333333
"147",147,6898,1,1,1,0.666666666666667,1,0.75,1,0.75,0.916666666666667,20,2,6,2,3,4,1,1,2,2,3,3,4,2,3,3,2,3,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,0.833333333333333,1,132,0.333333333333333,1,1,0.666666666666667,0.666666666666667,0.5,1,0.416666666666667,0.75,20,2,6,2,2,3,3,2,2,1,3,2,4,3,4,4,4,4,2,1,2,1,3,1,1,2,3,2,2,2,0.5,1
"148",148,6945,0,0.666666666666667,0.666666666666667,0,0,0.25,0.6,0.416666666666667,0.333333333333333,19,1,1,3,2,1,4,1,1,1,2,1,4,1,1,1,1,4,1,3,4,1,3,4,2,2,4,3,2,3,4,2,3,3,4,0.166666666666667,0.5,133,0,0.333333333333333,0,0,0,0.25,0,0.25,0.0833333333333333,19,1,1,1,1,2,2,4,1,1,2,1,4,4,3,2,3,3,3,1,2,3,1,2,3,4,2,4,4,1,0.166666666666667,0
"149",149,6967,0,0.666666666666667,1,0.666666666666667,0.666666666666667,0.25,0.8,0.416666666666667,0.583333333333333,18,1,6,4,1,2,3,1,1,2,1,1,2,3,2,1,1,3,2,1,4,2,2,3,3,1,3,2,4,1,3,4,4,4,2,0.166666666666667,1,134,0,0,0.666666666666667,0.666666666666667,0.333333333333333,0.25,0.4,0.416666666666667,0.333333333333333,18,1,6,1,2,1,4,2,1,4,2,3,3,2,2,2,1,1,3,3,1,3,2,2,3,3,3,4,4,2,0.166666666666667,0.5
"150",150,6979,0.666666666666667,0.666666666666667,0.666666666666667,0,0.333333333333333,0.25,0.8,0.25,0.5,18,1,6,4,3,2,1,1,2,1,3,1,4,4,3,4,4,2,3,1,3,4,1,4,3,4,2,3,1,2,2,2,2,2,2,0.5,0.5,135,1,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.75,0.6,0.5,0.583333333333333,18,1,6,2,1,3,3,3,1,3,4,4,2,3,3,4,3,2,4,4,1,2,1,1,2,2,2,2,2,2,0.833333333333333,0.333333333333333
"151",151,7067,1,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.75,0.6,0.666666666666667,0.666666666666667,18,2,1,2,3,4,1,1,2,2,3,3,3,3,3,3,3,4,4,3,1,1,3,1,3,4,2,1,1,2,2,3,2,2,2,0.833333333333333,0.5,136,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.25,0.6,0.333333333333333,0.5,18,2,1,2,2,3,3,4,1,3,3,3,1,1,1,3,1,1,4,1,3,4,4,4,2,2,3,2,2,2,0.5,0.5
"152",152,7108,1,1,0.666666666666667,0.666666666666667,0.666666666666667,1,0.8,0.5,0.833333333333333,18,2,2,2,3,4,1,1,2,2,3,1,3,4,3,3,3,1,1,3,4,4,1,4,1,1,3,1,1,2,2,2,2,2,2,1,0.666666666666667,137,1,1,0.666666666666667,0.666666666666667,0.666666666666667,1,0.8,0.5,0.833333333333333,18,2,2,2,2,3,3,3,4,3,3,3,4,4,3,4,4,1,4,4,1,3,1,1,3,2,1,2,2,2,1,0.666666666666667
"153",153,7137,0,0,0,0.333333333333333,0,0.25,0,0.25,0.0833333333333333,19,1,1,1,2,3,4,1,2,2,4,4,3,2,1,1,1,3,3,1,3,4,1,2,1,2,2,2,2,2,4,4,4,4,4,0.166666666666667,0,138,0,0.333333333333333,0,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0.166666666666667,19,1,1,2,2,4,1,3,2,1,2,3,3,3,1,2,1,1,2,2,1,4,2,2,1,4,3,4,4,4,0,0.333333333333333
"154",154,7152,1,0.666666666666667,1,0.666666666666667,0.666666666666667,0.75,1,0.833333333333333,0.833333333333333,18,2,4,1,4,3,2,1,2,1,4,2,2,2,2,2,2,3,3,4,3,3,3,4,2,4,3,4,3,1,1,1,1,1,1,0.833333333333333,0.833333333333333,139,1,0.666666666666667,0.666666666666667,1,1,0.75,0.8,0.666666666666667,0.833333333333333,18,2,4,2,1,4,2,2,2,2,2,2,2,3,4,3,3,3,4,2,4,4,4,3,1,1,2,4,1,1,0.833333333333333,0.833333333333333
"155",155,7353,1,0.666666666666667,0.666666666666667,1,1,0.75,0.8,0.916666666666667,0.833333333333333,20,2,5,3,4,1,2,1,1,2,2,4,4,4,4,4,4,1,1,4,1,1,3,2,2,2,2,2,4,3,3,3,3,3,3,0.833333333333333,0.833333333333333,140,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0.5,0.4,0.416666666666667,0.333333333333333,20,2,5,1,2,2,4,3,3,3,3,4,1,1,4,4,3,4,4,2,3,3,2,4,4,3,4,3,3,4,0.333333333333333,0.333333333333333
"156",156,7370,0.666666666666667,1,0.666666666666667,0.333333333333333,0.666666666666667,0.75,0.6,0.833333333333333,0.666666666666667,19,1,1,1,2,3,4,1,2,2,4,2,2,2,2,2,3,3,3,2,3,3,3,4,4,4,3,4,4,1,1,2,1,3,3,0.666666666666667,0.666666666666667,141,0.666666666666667,1,1,0.333333333333333,0.666666666666667,0.75,0.8,0.916666666666667,0.75,19,1,1,2,2,4,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,1,4,4,1,1,2,1,1,3,0.666666666666667,0.833333333333333
"157",157,7385,1,1,0.666666666666667,1,1,1,0.8,0.583333333333333,0.916666666666667,18,1,4,3,2,1,4,1,1,1,2,3,4,2,4,4,4,1,1,4,1,1,3,2,2,1,2,2,2,3,2,3,3,3,3,1,0.833333333333333,142,1,1,1,0.333333333333333,1,0.5,1,0.5,0.833333333333333,18,1,4,1,1,2,1,3,1,4,4,1,1,4,4,4,1,1,2,2,4,2,2,2,3,3,3,3,3,3,0.666666666666667,1
"158",158,7577,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.5,0.4,0.5,0.5,20,2,1,3,4,1,2,1,1,2,2,4,4,4,4,4,4,1,1,1,1,1,1,3,3,4,3,3,3,2,2,2,2,2,4,0.5,0.5,143,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.5,0.8,0.5,0.583333333333333,20,2,1,1,2,2,4,4,4,4,1,4,1,1,1,1,1,1,3,3,4,1,3,1,4,4,2,4,3,3,0.666666666666667,0.5
"159",159,7598,1,0,0,0.666666666666667,0.666666666666667,0.5,0.2,0.583333333333333,0.416666666666667,19,2,2,2,3,4,1,1,2,2,3,2,3,3,3,2,3,4,2,3,3,3,3,1,1,1,1,1,2,4,4,2,4,4,2,0.666666666666667,0.166666666666667,144,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0.5,0,0.25,0.25,19,2,2,2,2,3,2,4,4,3,2,4,4,3,2,3,3,3,3,4,1,3,1,1,4,4,2,4,4,4,0.5,0
"160",160,7734,0.666666666666667,0,0.666666666666667,0.333333333333333,0.333333333333333,0.5,0.4,0.5,0.416666666666667,18,2,2,3,4,1,2,1,1,2,2,2,4,4,4,3,2,1,1,2,1,2,1,4,3,2,3,2,3,3,4,4,3,4,2,0.5,0.333333333333333,145,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.5,0.6,0.0833333333333333,0.5,18,2,2,1,2,2,1,3,1,1,1,4,2,1,3,4,2,1,3,3,3,2,1,2,2,4,4,4,3,3,0.5,0.5
"161",161,7751,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0.25,0.6,0.5,0.333333333333333,18,2,6,2,3,4,1,1,2,2,3,1,1,2,1,2,2,4,4,3,4,3,4,1,3,1,2,2,3,3,2,2,3,2,2,0.333333333333333,0.333333333333333,146,0.333333333333333,0,1,1,0.333333333333333,0.75,0.6,0.583333333333333,0.583333333333333,18,2,6,2,2,3,3,1,2,2,2,3,4,4,3,4,3,4,1,1,2,1,1,4,2,2,3,2,2,3,0.5,0.666666666666667
"162",162,7837,1,0.333333333333333,1,1,1,0.75,0.8,0.75,0.833333333333333,19,2,2,4,1,2,3,1,1,2,1,1,1,1,1,1,1,2,2,1,2,4,2,4,3,3,3,3,1,4,4,2,4,4,4,0.833333333333333,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",163,7877,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0.25,0.8,0.333333333333333,0.416666666666667,20,1,1,3,4,1,2,1,1,2,2,2,3,4,2,3,1,1,3,2,1,1,1,2,4,2,1,4,3,1,1,4,3,4,3,0.333333333333333,0.5,147,0,0,0.333333333333333,0.333333333333333,0,0.25,0.2,0.0833333333333333,0.166666666666667,20,1,1,1,2,2,1,2,1,1,2,4,1,4,2,2,4,3,4,4,1,4,4,3,1,4,2,3,2,2,0.166666666666667,0.166666666666667
"164",164,7918,0.666666666666667,0.333333333333333,1,0.666666666666667,1,0.25,0.8,0.583333333333333,0.666666666666667,20,1,2,3,2,1,4,1,1,1,2,4,3,3,4,4,2,1,1,1,1,3,1,2,3,3,2,4,4,3,4,3,3,3,3,0.5,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",165,7941,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.25,0.6,0.416666666666667,0.5,19,2,4,4,1,2,3,1,1,2,1,1,1,1,1,1,1,3,3,3,3,3,3,4,2,2,2,2,2,4,3,4,4,4,4,0.5,0.5,148,0.666666666666667,0,0.666666666666667,0.333333333333333,0.333333333333333,0.25,0.6,0.416666666666667,0.416666666666667,19,2,4,1,2,1,1,4,1,1,4,1,3,3,4,3,3,3,4,2,3,2,2,2,4,3,4,4,4,4,0.5,0.333333333333333
"166",166,7944,0.333333333333333,0.333333333333333,1,0.333333333333333,0,0.25,1,0.583333333333333,0.5,18,2,2,4,1,2,3,1,1,2,1,3,3,1,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,4,4,4,4,4,4,0.333333333333333,0.666666666666667,149,0.333333333333333,0.666666666666667,1,0.333333333333333,0,0.5,1,0.5,0.583333333333333,18,2,2,1,2,1,3,3,4,3,3,3,2,2,2,2,2,2,1,1,4,1,1,3,4,4,4,4,4,4,0.5,0.666666666666667
"167",167,7960,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.75,0.6,0.666666666666667,0.583333333333333,19,2,1,1,2,3,4,1,2,2,4,2,2,1,4,2,2,3,3,4,1,1,4,4,3,4,3,4,4,1,1,2,1,1,1,0.666666666666667,0.5,150,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.75,0.4,0.5,0.583333333333333,19,2,1,2,2,4,2,2,1,2,2,2,3,3,4,3,4,4,4,1,4,3,2,4,3,3,2,1,1,3,0.666666666666667,0.5
"168",168,7990,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.4,0.416666666666667,0.416666666666667,19,2,1,2,3,4,1,1,2,2,3,2,3,3,4,3,4,1,1,2,4,3,1,2,3,3,4,2,1,2,2,2,2,1,2,0.5,0.333333333333333,151,0.666666666666667,0.333333333333333,1,0,0.333333333333333,0.25,0.8,0.416666666666667,0.5,19,2,1,2,2,3,2,2,2,2,3,2,3,2,4,2,2,4,2,1,2,3,1,2,2,2,2,2,2,2,0.333333333333333,0.666666666666667
"169",169,8003,0.333333333333333,0.333333333333333,0.333333333333333,0,0.666666666666667,0,0.2,0.333333333333333,0.25,18,1,1,2,3,4,1,1,2,2,3,2,1,2,3,3,4,2,3,4,3,3,2,1,4,3,4,4,4,2,2,3,2,4,3,0.166666666666667,0.333333333333333,152,0,0,0.333333333333333,0,0,0,0.2,0.25,0.0833333333333333,18,1,1,2,2,3,2,2,1,1,1,2,2,1,4,2,2,3,3,4,4,3,4,3,2,1,2,2,3,4,0,0.166666666666667
"170",170,8016,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.75,0.4,0.416666666666667,0.5,18,2,4,2,3,4,1,1,2,2,3,2,3,2,3,2,2,4,4,1,4,4,4,1,2,1,4,1,1,3,3,3,3,3,3,0.666666666666667,0.333333333333333,153,1,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.75,0.8,0.25,0.666666666666667,18,2,4,2,2,3,2,2,4,3,2,2,4,4,3,4,4,4,2,2,4,4,1,1,3,2,3,2,3,2,0.833333333333333,0.5
"171",171,8045,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.25,0.6,0.166666666666667,0.5,22,1,1,4,3,2,1,1,2,1,3,3,1,3,3,3,3,1,3,3,3,3,2,3,2,3,4,4,4,1,1,1,2,2,2,0.5,0.5,154,0,0,0.333333333333333,0.333333333333333,0,0.25,0.2,0.166666666666667,0.166666666666667,22,1,1,2,1,3,3,4,2,2,4,3,1,4,3,2,2,2,4,2,2,3,4,2,1,1,4,1,2,1,0.166666666666667,0.166666666666667
"172",172,8103,1,1,1,1,1,1,1,0.833333333333333,1,18,2,2,3,2,1,4,1,1,1,2,4,4,4,4,4,4,1,1,1,1,1,1,3,2,3,2,2,2,3,3,3,3,3,3,1,1,155,1,1,0.666666666666667,1,1,1,0.8,0.833333333333333,0.916666666666667,18,2,2,1,1,2,4,4,4,4,4,4,1,1,1,1,1,1,3,2,4,2,2,2,3,3,3,4,3,3,1,0.833333333333333
"173",173,8109,0.666666666666667,1,0.666666666666667,1,0.666666666666667,1,0.8,0.583333333333333,0.833333333333333,18,2,7,4,1,2,3,1,1,2,1,1,1,1,4,1,1,2,2,3,2,2,3,2,4,4,3,3,3,4,4,1,4,4,4,0.833333333333333,0.833333333333333,156,0.333333333333333,0.666666666666667,0,0.666666666666667,0.666666666666667,0.25,0.4,0.5,0.416666666666667,18,2,7,1,2,1,1,1,3,4,1,2,2,2,2,2,2,3,2,4,4,3,2,2,4,2,3,1,3,4,0.333333333333333,0.5
"174",174,8120,0,0,0,0,0,0,0,0,0,18,2,6,2,1,4,3,1,1,1,1,2,2,2,2,2,2,1,3,1,1,3,1,4,4,4,4,4,4,3,3,3,3,3,3,0,0,157,0,0,0,0,0,0,0,0,0,18,2,6,1,1,1,2,2,2,2,2,2,1,3,1,1,3,1,4,4,4,2,4,4,3,3,3,3,3,3,0,0
"175",175,8134,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.75,0.6,0.416666666666667,0.666666666666667,19,2,1,1,4,3,2,1,2,1,4,2,3,1,2,2,2,3,4,2,3,3,1,1,4,2,3,4,1,1,1,3,1,1,2,0.666666666666667,0.666666666666667,158,0,0.333333333333333,0.333333333333333,0,0,0,0.4,0.166666666666667,0.166666666666667,19,2,1,2,1,4,3,1,3,4,1,4,4,2,2,2,3,4,1,1,4,3,2,2,2,2,1,3,1,4,0,0.333333333333333
"176",176,8171,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.6,0.75,0.583333333333333,18,1,1,4,3,2,1,1,2,1,3,3,2,2,2,3,2,4,4,4,2,2,4,1,1,1,1,1,1,2,2,3,4,2,2,0.5,0.666666666666667,159,1,1,1,1,1,1,1,0.333333333333333,1,18,1,1,2,1,3,3,2,2,3,3,3,4,2,2,4,4,4,1,3,2,1,1,1,3,2,4,2,2,2,1,1
"177",177,8235,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.5,0.4,0.666666666666667,0.333333333333333,21,1,1,4,3,2,1,1,2,1,3,3,3,3,2,2,4,4,4,3,4,2,2,1,3,1,2,3,1,3,1,2,3,2,2,0.5,0.166666666666667,160,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0,0.2,0.333333333333333,0.333333333333333,21,1,1,2,1,3,3,2,2,3,3,4,4,1,2,3,3,1,2,1,3,1,3,2,4,2,3,1,2,1,0.166666666666667,0.5
"178",178,8238,0.333333333333333,0.333333333333333,0,1,0.666666666666667,0.75,0,0.0833333333333333,0.416666666666667,18,2,6,2,3,3,1,1,2,2,3,2,2,2,3,4,3,3,3,3,4,2,3,2,4,3,1,4,1,3,2,3,3,1,1,0.666666666666667,0.166666666666667,161,0.333333333333333,0,0.666666666666667,0.333333333333333,0.333333333333333,0.25,0.4,0.333333333333333,0.333333333333333,18,2,6,2,2,3,2,1,3,3,1,3,4,1,1,1,2,2,1,3,3,3,4,4,2,1,4,2,2,4,0.333333333333333,0.333333333333333
"179",179,8286,0.333333333333333,0.666666666666667,0,0.333333333333333,1,0,0.2,0.25,0.333333333333333,19,2,4,1,2,3,4,1,2,2,4,2,1,3,2,2,4,1,1,4,1,3,4,4,4,3,4,1,3,2,4,4,4,3,3,0.166666666666667,0.5,162,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0.2,0.25,0.166666666666667,19,2,4,2,2,4,1,3,4,2,3,3,1,4,3,4,4,3,3,4,1,3,2,1,1,3,4,3,4,3,0.166666666666667,0.166666666666667
"180",180,8385,1,0.666666666666667,1,0.666666666666667,0.666666666666667,1,0.8,0.916666666666667,0.833333333333333,17,2,2,4,3,2,1,1,2,1,3,3,3,3,3,3,3,4,1,4,4,3,4,1,1,1,4,1,1,2,2,2,2,2,2,1,0.666666666666667,163,0.666666666666667,0.333333333333333,1,0.666666666666667,0.333333333333333,0.75,0.8,0.833333333333333,0.666666666666667,17,2,2,2,1,3,3,1,3,4,3,3,4,4,1,4,3,4,1,1,1,2,1,4,2,2,2,2,2,2,0.666666666666667,0.666666666666667
"181",181,8454,0.333333333333333,0.666666666666667,1,0.333333333333333,0.666666666666667,0.5,0.6,0.666666666666667,0.583333333333333,18,2,7,3,2,1,4,1,1,1,2,4,2,4,4,4,2,1,1,2,1,4,1,3,2,1,1,4,2,3,3,3,3,3,4,0.5,0.666666666666667,164,0,0.333333333333333,1,0.333333333333333,0.333333333333333,0.25,0.6,0.5,0.416666666666667,18,2,7,1,1,2,4,1,2,1,4,2,3,1,2,1,4,1,3,2,1,1,4,4,3,3,3,3,3,1,0.166666666666667,0.666666666666667
"182",182,8622,0.666666666666667,1,1,0.666666666666667,0.666666666666667,1,0.8,0.333333333333333,0.833333333333333,20,2,1,4,3,2,1,1,2,1,3,3,3,1,3,3,3,2,2,4,4,4,4,2,1,4,4,1,1,1,4,1,2,2,1,0.833333333333333,0.833333333333333,165,0.666666666666667,0.666666666666667,1,0.333333333333333,1,0.5,0.6,0.25,0.666666666666667,20,2,1,2,1,3,3,1,1,3,3,4,1,4,4,2,1,4,2,2,4,1,1,1,4,1,3,2,2,4,0.5,0.833333333333333
"183",183,8641,1,0.333333333333333,1,0.666666666666667,0.333333333333333,0.75,1,0.75,0.75,17,2,1,1,4,3,2,1,2,1,4,2,2,3,2,1,2,1,3,3,3,3,3,4,3,4,1,4,2,1,1,1,1,1,1,0.833333333333333,0.666666666666667,166,0.666666666666667,0.333333333333333,1,0.666666666666667,0,0.75,1,0.416666666666667,0.666666666666667,17,2,1,2,1,4,2,2,1,1,3,2,2,2,2,3,3,3,4,1,4,3,4,2,2,3,1,1,1,1,0.666666666666667,0.666666666666667
"184",184,8715,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.5,1,0.333333333333333,0.666666666666667,19,2,1,1,4,3,2,1,2,1,4,4,3,2,2,4,3,4,3,4,3,3,3,1,3,2,2,4,2,3,1,1,1,1,1,0.666666666666667,0.666666666666667,167,0.333333333333333,0.333333333333333,0.666666666666667,0,0.666666666666667,0,0.4,0.25,0.333333333333333,19,2,1,2,1,4,4,1,3,2,2,3,3,3,4,2,2,4,1,1,2,1,2,2,4,1,3,1,1,3,0.166666666666667,0.5
"185",185,8770,1,0.666666666666667,1,0,0.666666666666667,0.5,0.8,0.5,0.666666666666667,19,2,1,1,4,3,2,1,2,1,4,3,3,3,2,2,3,2,4,3,4,2,3,3,4,4,3,4,4,1,1,1,1,1,1,0.666666666666667,0.666666666666667,168,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.25,0.4,0.333333333333333,0.25,19,2,1,2,1,4,2,1,1,1,3,2,3,2,3,2,3,1,3,2,3,1,3,3,3,1,3,4,1,4,0.166666666666667,0.333333333333333
"186",186,8848,1,1,0.333333333333333,1,1,1,0.6,0.916666666666667,0.833333333333333,19,2,1,3,2,1,4,1,1,1,2,4,4,4,4,4,4,3,1,1,1,1,3,2,2,2,2,2,2,3,3,3,1,3,3,1,0.666666666666667,169,0.666666666666667,0.666666666666667,0,1,1,1,0,0.833333333333333,0.583333333333333,19,2,1,1,1,2,4,4,4,4,4,4,3,1,3,1,3,3,2,2,2,2,2,2,3,3,3,1,1,1,0.833333333333333,0.333333333333333
"187",187,8852,1,0.666666666666667,1,1,1,1,0.8,0.75,0.916666666666667,18,2,6,3,4,1,2,1,1,2,2,4,4,4,4,4,4,1,1,4,1,4,1,2,2,3,2,2,2,3,3,4,3,3,3,1,0.833333333333333,170,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.75,0.6,0.333333333333333,0.583333333333333,18,2,6,1,2,2,3,3,2,3,3,3,1,1,3,1,1,1,2,2,4,2,2,2,4,4,2,3,4,4,0.5,0.666666666666667
"188",188,8898,0.666666666666667,0.333333333333333,0.666666666666667,0,0,0.5,0.6,0.25,0.416666666666667,23,1,2,3,2,1,4,1,1,1,2,2,3,2,2,2,1,1,3,2,4,3,1,3,4,2,4,2,2,3,1,2,3,1,3,0.5,0.333333333333333,171,0.666666666666667,0.333333333333333,0,0.333333333333333,1,0,0.2,0.0833333333333333,0.333333333333333,23,1,2,1,1,2,2,1,3,4,4,2,3,3,4,3,2,3,1,4,2,2,4,4,2,1,4,1,1,3,0.333333333333333,0.333333333333333
"189",189,8929,1,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.6,0.333333333333333,0.583333333333333,21,1,6,4,3,2,3,0.75,2,1,3,3,4,2,3,3,3,2,2,3,2,3,4,3,1,4,3,1,3,2,2,4,1,2,2,0.666666666666667,0.5,172,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.4,0.166666666666667,0.416666666666667,22,1,6,2,1,3,4,3,2,3,4,2,3,3,3,4,1,1,2,1,4,2,2,1,4,1,3,2,3,2,0.666666666666667,0.166666666666667
"190",190,9048,0,0.666666666666667,0.333333333333333,0,0.333333333333333,0.25,0.2,0.25,0.25,17,2,2,4,1,2,3,1,1,2,1,3,3,1,4,1,2,3,4,2,3,3,4,2,2,2,2,4,3,4,1,1,2,4,2,0.166666666666667,0.333333333333333,173,0,1,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.4,0.416666666666667,0.416666666666667,17,2,2,1,2,1,4,1,3,2,1,1,2,3,4,4,2,4,3,1,2,2,1,3,4,4,3,4,3,1,0.333333333333333,0.5
"191",191,9113,0,0.333333333333333,1,0.666666666666667,0.333333333333333,0.25,0.8,0.416666666666667,0.5,18,2,1,3,2,1,4,1,1,1,2,2,4,2,2,1,2,3,1,4,1,1,1,2,4,1,2,1,1,3,3,4,3,3,2,0.166666666666667,0.833333333333333,174,1,0.666666666666667,1,0.666666666666667,0.666666666666667,0.75,1,0.0833333333333333,0.833333333333333,18,2,1,1,1,2,2,3,1,4,1,4,3,4,2,4,1,1,3,4,3,2,2,2,4,3,4,3,3,3,0.833333333333333,0.833333333333333
"192",192,9162,0.666666666666667,0,1,0.333333333333333,0.333333333333333,0.25,0.8,0.333333333333333,0.5,18,1,1,1,4,3,2,1,2,1,4,2,1,2,2,1,2,1,4,3,1,1,3,3,1,3,1,3,3,2,3,1,1,1,1,0.5,0.5,175,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.75,0.4,0.166666666666667,0.5,18,1,1,2,1,4,3,1,3,2,1,2,3,1,4,3,3,3,3,2,2,1,4,1,2,3,1,3,4,3,0.666666666666667,0.333333333333333
"193",193,9234,0.666666666666667,0.666666666666667,1,0.333333333333333,0.666666666666667,0.25,1,0.666666666666667,0.666666666666667,17,2,6,1,4,3,2,1,2,1,4,2,2,2,2,2,1,1,1,3,3,3,3,4,2,4,1,2,3,1,1,4,1,1,1,0.5,0.833333333333333,176,0.666666666666667,0.666666666666667,0.666666666666667,0,0.666666666666667,0,0.8,0.333333333333333,0.5,17,2,6,2,1,4,2,2,1,2,2,1,2,2,4,4,3,1,3,2,4,1,2,3,2,1,3,1,1,1,0.333333333333333,0.666666666666667
